,sales_agent,product,account,deal_stage,close_value,sector,year_established,revenue,employees,office_location,subsidiary_of,series,sales_price,time_until_close,manager,regional_office
5118,Versie Hillebrand,MG Advanced,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,3393,0.0,Dustin Brinkmann,Central
5119,Versie Hillebrand,MG Special,Genco Pura Olive Oil Company,Lost,0.0,retail,2007.0,894.33,1635.0,Italy,0,MG,55,105.0,Dustin Brinkmann,Central
5120,Versie Hillebrand,MG Special,Globex Corporation,Lost,0.0,technolgy,2000.0,1223.72,2497.0,Norway,0,MG,55,1.0,Dustin Brinkmann,Central
5121,Vicki Laflamme,GTX Pro,Doncon,Lost,0.0,technolgy,2010.0,587.72,1501.0,United States,0,GTX,4821,1.0,Celia Rouche,West
5122,Vicki Laflamme,MG Special,Hottechi,Won,65.0,technolgy,1997.0,8170.38,16499.0,Korea,0,MG,55,63.0,Celia Rouche,West
5123,Zane Levy,GTX Plus Basic,Statholdings,Engaging,0.0,employment,1997.0,291.27,586.0,United States,0,GTX,1096,0.0,Summer Sewald,West
5124,Anna Snelling,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Dustin Brinkmann,Central
5125,Anna Snelling,MG Advanced,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,3393,0.0,Dustin Brinkmann,Central
5126,Cassey Cress,GTX Plus Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,5482,0.0,Rocco Neubert,East
5127,Cassey Cress,GTX Plus Basic,Yearin,Won,904.0,retail,2005.0,2261.05,3851.0,United States,0,GTX,1096,44.0,Rocco Neubert,East
5128,Cecily Lampkin,GTX Basic,Toughzap,Won,541.0,retail,1995.0,332.43,799.0,United States,0,GTX,550,1.0,Dustin Brinkmann,Central
5129,Corliss Cosme,GTX Basic,Kinnamplus,Won,630.0,retail,2004.0,702.72,1831.0,United States,0,GTX,550,2.0,Cara Losch,East
5130,Daniell Hammack,GTX Plus Basic,Xx-zobam,Won,1231.0,entertainment,1989.0,3838.39,8274.0,United States,0,GTX,1096,7.0,Rocco Neubert,East
5131,Darcel Schlecht,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Melvin Marxen,Central
5132,Darcel Schlecht,GTX Plus Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,1096,0.0,Melvin Marxen,Central
5133,Darcel Schlecht,GTX Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,4821,0.0,Melvin Marxen,Central
5134,Darcel Schlecht,GTX Basic,Domzoom,Won,556.0,entertainment,1998.0,217.87,551.0,United States,0,GTX,550,120.0,Melvin Marxen,Central
5135,Darcel Schlecht,GTX Plus Basic,Stanredtax,Won,1070.0,finance,1987.0,1698.2,3798.0,United States,0,GTX,1096,8.0,Melvin Marxen,Central
5136,Elease Gluck,MG Special,Newex,Won,57.0,services,1991.0,1012.72,3492.0,Germany,0,MG,55,2.0,Celia Rouche,West
5137,Gladys Colclough,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Melvin Marxen,Central
5138,Hayden Neloms,GTX Plus Basic,Hatfan,Lost,0.0,services,1982.0,792.46,1299.0,United States,0,GTX,1096,8.0,Celia Rouche,West
5139,James Ascencio,GTX Plus Pro,J-Texon,Won,4824.0,retail,1989.0,1388.67,3583.0,United States,0,GTX,5482,2.0,Summer Sewald,West
5140,Jonathan Berthelot,GTX Plus Pro,Streethex,Won,6049.0,retail,1988.0,1376.8,1165.0,Belgium,0,GTX,5482,119.0,Melvin Marxen,Central
5141,Kami Bicknell,MG Special,Doncon,Won,58.0,technolgy,2010.0,587.72,1501.0,United States,0,MG,55,5.0,Summer Sewald,West
5142,Kami Bicknell,MG Advanced,Konex,Won,3335.0,technolgy,1980.0,7708.38,13756.0,United States,0,MG,3393,28.0,Summer Sewald,West
5143,Kary Hendrixson,GTX Plus Basic,Doncon,Lost,0.0,technolgy,2010.0,587.72,1501.0,United States,0,GTX,1096,7.0,Summer Sewald,West
5144,Lajuana Vencill,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Dustin Brinkmann,Central
5145,Markita Hansen,GTK 500,Rundofase,Engaging,0.0,technolgy,1983.0,1008.06,1238.0,United States,0,GTK,26768,0.0,Celia Rouche,West
5146,Markita Hansen,GTX Pro,Kan-code,Lost,0.0,software,1982.0,11698.03,34288.0,United States,0,GTX,4821,107.0,Celia Rouche,West
5147,Marty Freudenburg,GTX Plus Basic,Dontechi,Lost,0.0,software,1982.0,4618.0,10083.0,United States,0,GTX,1096,2.0,Melvin Marxen,Central
5148,Marty Freudenburg,GTX Plus Basic,Toughzap,Won,1006.0,retail,1995.0,332.43,799.0,United States,0,GTX,1096,15.0,Melvin Marxen,Central
5149,Marty Freudenburg,MG Advanced,Streethex,Won,3367.0,retail,1988.0,1376.8,1165.0,Belgium,0,MG,3393,10.0,Melvin Marxen,Central
5150,Maureen Marcano,GTX Basic,Finjob,Lost,0.0,employment,1988.0,2059.9,3644.0,United States,0,GTX,550,110.0,Summer Sewald,West
5151,Maureen Marcano,GTX Plus Basic,Sonron,Lost,0.0,telecommunications,1999.0,1699.85,5108.0,United States,0,GTX,1096,5.0,Summer Sewald,West
5152,Moses Frase,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Dustin Brinkmann,Central
5153,Moses Frase,MG Special,Statholdings,Lost,0.0,employment,1997.0,291.27,586.0,United States,0,MG,55,14.0,Dustin Brinkmann,Central
5154,Niesha Huffines,GTX Plus Basic,Xx-zobam,Engaging,0.0,entertainment,1989.0,3838.39,8274.0,United States,0,GTX,1096,0.0,Melvin Marxen,Central
5155,Niesha Huffines,MG Advanced,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,3393,0.0,Melvin Marxen,Central
5156,Niesha Huffines,GTX Plus Basic,Cancity,Lost,0.0,retail,2001.0,718.62,2448.0,United States,0,GTX,1096,2.0,Melvin Marxen,Central
5157,Reed Clapper,GTX Pro,Ontomedia,Lost,0.0,employment,1997.0,882.12,2769.0,United States,0,GTX,4821,8.0,Rocco Neubert,East
5158,Reed Clapper,GTX Basic,Xx-zobam,Won,494.0,entertainment,1989.0,3838.39,8274.0,United States,0,GTX,550,8.0,Rocco Neubert,East
5159,Reed Clapper,GTX Pro,Ontomedia,Won,4434.0,employment,1997.0,882.12,2769.0,United States,0,GTX,4821,7.0,Rocco Neubert,East
5160,Versie Hillebrand,GTX Plus Basic,Kinnamplus,Engaging,0.0,retail,2004.0,702.72,1831.0,United States,0,GTX,1096,0.0,Dustin Brinkmann,Central
5161,Versie Hillebrand,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Dustin Brinkmann,Central
5162,Versie Hillebrand,MG Special,Treequote,Lost,0.0,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,MG,55,5.0,Dustin Brinkmann,Central
5163,Versie Hillebrand,MG Advanced,Zumgoity,Lost,0.0,medical,1984.0,441.08,1210.0,United States,0,MG,3393,44.0,Dustin Brinkmann,Central
5164,Violet Mclelland,MG Special,Initech,Won,54.0,telecommunications,1994.0,6395.05,20275.0,United States,0,MG,55,40.0,Cara Losch,East
5165,Violet Mclelland,MG Special,Kan-code,Won,48.0,software,1982.0,11698.03,34288.0,United States,0,MG,55,14.0,Cara Losch,East
5166,Violet Mclelland,MG Advanced,Donware,Won,2855.0,marketing,1999.0,1197.44,2570.0,United States,0,MG,3393,51.0,Cara Losch,East
5167,Wilburn Farren,GTX Basic,Kinnamplus,Won,538.0,retail,2004.0,702.72,1831.0,United States,0,GTX,550,7.0,Cara Losch,East
5168,Zane Levy,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Summer Sewald,West
5169,Zane Levy,GTX Plus Pro,J-Texon,Lost,0.0,retail,1989.0,1388.67,3583.0,United States,0,GTX,5482,68.0,Summer Sewald,West
5170,Anna Snelling,GTX Plus Pro,Scotfind,Engaging,0.0,software,1996.0,6354.87,16780.0,United States,Bubba Gump,GTX,5482,0.0,Dustin Brinkmann,Central
5171,Anna Snelling,GTX Plus Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,5482,0.0,Dustin Brinkmann,Central
5172,Anna Snelling,GTX Plus Pro,Funholding,Lost,0.0,finance,1991.0,2819.5,7227.0,United States,Golddex,GTX,5482,41.0,Dustin Brinkmann,Central
5173,Cassey Cress,MG Advanced,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,3393,0.0,Rocco Neubert,East
5174,Corliss Cosme,GTX Basic,Zotware,Won,458.0,software,1979.0,4478.47,13809.0,United States,0,GTX,550,2.0,Cara Losch,East
5175,Darcel Schlecht,GTX Pro,Dontechi,Engaging,0.0,software,1982.0,4618.0,10083.0,United States,0,GTX,4821,0.0,Melvin Marxen,Central
5176,Darcel Schlecht,GTX Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,4821,0.0,Melvin Marxen,Central
5177,Darcel Schlecht,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Melvin Marxen,Central
5178,Darcel Schlecht,MG Advanced,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,3393,0.0,Melvin Marxen,Central
5179,Darcel Schlecht,GTX Plus Basic,Warephase,Won,996.0,services,1997.0,2041.73,5276.0,United States,0,GTX,1096,14.0,Melvin Marxen,Central
5180,Darcel Schlecht,GTX Pro,Genco Pura Olive Oil Company,Won,4772.0,retail,2007.0,894.33,1635.0,Italy,0,GTX,4821,7.0,Melvin Marxen,Central
5181,Donn Cantrell,GTX Pro,Initech,Won,4490.0,telecommunications,1994.0,6395.05,20275.0,United States,0,GTX,4821,2.0,Rocco Neubert,East
5182,Donn Cantrell,MG Advanced,Gekko & Co,Won,3260.0,retail,1990.0,2520.83,3502.0,United States,0,MG,3393,101.0,Rocco Neubert,East
5183,Elease Gluck,GTX Basic,Doncon,Won,584.0,technolgy,2010.0,587.72,1501.0,United States,0,GTX,550,13.0,Celia Rouche,West
5184,Elease Gluck,MG Advanced,Kan-code,Won,3371.0,software,1982.0,11698.03,34288.0,United States,0,MG,3393,6.0,Celia Rouche,West
5185,Gladys Colclough,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Melvin Marxen,Central
5186,Gladys Colclough,GTX Plus Pro,Y-corporation,Engaging,0.0,employment,1983.0,2871.35,9561.0,United States,0,GTX,5482,0.0,Melvin Marxen,Central
5187,Gladys Colclough,GTX Pro,Condax,Won,4868.0,medical,2017.0,4.54,9.0,United States,0,GTX,4821,65.0,Melvin Marxen,Central
5188,Gladys Colclough,MG Advanced,Rangreen,Won,3271.0,technolgy,1987.0,2938.67,8775.0,Panama,0,MG,3393,14.0,Melvin Marxen,Central
5189,Jonathan Berthelot,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Melvin Marxen,Central
5190,Jonathan Berthelot,GTX Pro,Treequote,Lost,0.0,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,GTX,4821,1.0,Melvin Marxen,Central
5191,Lajuana Vencill,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Dustin Brinkmann,Central
5192,Lajuana Vencill,MG Special,Condax,Lost,0.0,medical,2017.0,4.54,9.0,United States,0,MG,55,35.0,Dustin Brinkmann,Central
5193,Marty Freudenburg,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Melvin Marxen,Central
5194,Marty Freudenburg,GTX Plus Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,1096,0.0,Melvin Marxen,Central
5195,Marty Freudenburg,GTX Plus Basic,Konmatfix,Won,1171.0,marketing,1985.0,375.43,1190.0,United States,0,GTX,1096,1.0,Melvin Marxen,Central
5196,Maureen Marcano,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Summer Sewald,West
5197,Moses Frase,GTX Basic,Goodsilron,Engaging,0.0,marketing,2000.0,2952.73,5107.0,United States,0,GTX,550,0.0,Dustin Brinkmann,Central
5198,Moses Frase,MG Special,Massive Dynamic,Engaging,0.0,entertainment,1989.0,665.06,1095.0,United States,0,MG,55,0.0,Dustin Brinkmann,Central
5199,Moses Frase,MG Special,Inity,Won,58.0,marketing,1986.0,2403.58,8801.0,United States,0,MG,55,1.0,Dustin Brinkmann,Central
5200,Niesha Huffines,GTX Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,4821,0.0,Melvin Marxen,Central
5201,Niesha Huffines,GTX Basic,Streethex,Lost,0.0,retail,1988.0,1376.8,1165.0,Belgium,0,GTX,550,105.0,Melvin Marxen,Central
5202,Rosie Papadopoulos,GTX Pro,Yearin,Lost,0.0,retail,2005.0,2261.05,3851.0,United States,0,GTX,4821,2.0,Cara Losch,East
5203,Rosie Papadopoulos,MG Special,Zotware,Won,59.0,software,1979.0,4478.47,13809.0,United States,0,MG,55,1.0,Cara Losch,East
5204,Versie Hillebrand,GTX Basic,Zathunicon,Engaging,0.0,retail,2010.0,71.12,144.0,United States,0,GTX,550,0.0,Dustin Brinkmann,Central
5205,Versie Hillebrand,GTX Plus Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,1096,0.0,Dustin Brinkmann,Central
5206,Versie Hillebrand,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Dustin Brinkmann,Central
5207,Versie Hillebrand,MG Advanced,Doncon,Engaging,0.0,technolgy,2010.0,587.72,1501.0,United States,0,MG,3393,0.0,Dustin Brinkmann,Central
5208,Versie Hillebrand,MG Advanced,Ron-tech,Engaging,0.0,medical,1992.0,3922.42,6837.0,United States,0,MG,3393,0.0,Dustin Brinkmann,Central
5209,Versie Hillebrand,MG Special,Hottechi,Won,50.0,technolgy,1997.0,8170.38,16499.0,Korea,0,MG,55,7.0,Dustin Brinkmann,Central
5210,Vicki Laflamme,GTX Plus Pro,Hatfan,Lost,0.0,services,1982.0,792.46,1299.0,United States,0,GTX,5482,120.0,Celia Rouche,West
5211,Violet Mclelland,MG Special,Kinnamplus,Lost,0.0,retail,2004.0,702.72,1831.0,United States,0,MG,55,6.0,Cara Losch,East
5212,Anna Snelling,MG Special,Dalttechnology,Engaging,0.0,software,2013.0,98.79,96.0,United States,Bubba Gump,MG,55,0.0,Dustin Brinkmann,Central
5213,Anna Snelling,MG Advanced,Dalttechnology,Engaging,0.0,software,2013.0,98.79,96.0,United States,Bubba Gump,MG,3393,0.0,Dustin Brinkmann,Central
5214,Anna Snelling,MG Advanced,Donquadtech,Engaging,0.0,technolgy,1992.0,1712.68,3194.0,United States,Acme Corporation,MG,3393,0.0,Dustin Brinkmann,Central
5215,Boris Faz,GTX Basic,Opentech,Lost,0.0,finance,1994.0,355.23,853.0,United States,0,GTX,550,9.0,Rocco Neubert,East
5216,Boris Faz,MG Special,Iselectrics,Won,48.0,technolgy,2011.0,527.11,1428.0,United States,Acme Corporation,MG,55,7.0,Rocco Neubert,East
5217,Cassey Cress,GTX Basic,Bubba Gump,Won,511.0,software,2002.0,987.39,2253.0,United States,0,GTX,550,27.0,Rocco Neubert,East
5218,Cassey Cress,GTX Plus Basic,Massive Dynamic,Won,1311.0,entertainment,1989.0,665.06,1095.0,United States,0,GTX,1096,4.0,Rocco Neubert,East
5219,Cecily Lampkin,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Dustin Brinkmann,Central
5220,Cecily Lampkin,MG Advanced,Gogozoom,Engaging,0.0,telecommunications,2007.0,86.68,187.0,United States,Sonron,MG,3393,0.0,Dustin Brinkmann,Central
5221,Cecily Lampkin,MG Special,Dontechi,Lost,0.0,software,1982.0,4618.0,10083.0,United States,0,MG,55,2.0,Dustin Brinkmann,Central
5222,Corliss Cosme,GTX Basic,Kan-code,Lost,0.0,software,1982.0,11698.03,34288.0,United States,0,GTX,550,8.0,Cara Losch,East
5223,Daniell Hammack,GTX Plus Pro,Plussunin,Won,6100.0,retail,2003.0,1419.98,4018.0,United States,0,GTX,5482,2.0,Rocco Neubert,East
5224,Daniell Hammack,MG Special,Silis,Won,61.0,medical,1994.0,2818.38,6290.0,United States,0,MG,55,7.0,Rocco Neubert,East
5225,Darcel Schlecht,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Melvin Marxen,Central
5226,Darcel Schlecht,GTX Pro,Isdom,Engaging,0.0,medical,2002.0,3178.24,4540.0,United States,0,GTX,4821,0.0,Melvin Marxen,Central
5227,Darcel Schlecht,GTX Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,4821,0.0,Melvin Marxen,Central
5228,Darcel Schlecht,MG Advanced,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,3393,0.0,Melvin Marxen,Central
5229,Darcel Schlecht,GTX Plus Basic,Isdom,Lost,0.0,medical,2002.0,3178.24,4540.0,United States,0,GTX,1096,111.0,Melvin Marxen,Central
5230,Darcel Schlecht,GTX Pro,dambase,Lost,0.0,marketing,1995.0,2173.98,2928.0,United States,Inity,GTX,4821,14.0,Melvin Marxen,Central
5231,Darcel Schlecht,GTX Basic,Ron-tech,Won,528.0,medical,1992.0,3922.42,6837.0,United States,0,GTX,550,9.0,Melvin Marxen,Central
5232,Darcel Schlecht,GTX Basic,Stanredtax,Won,581.0,finance,1987.0,1698.2,3798.0,United States,0,GTX,550,6.0,Melvin Marxen,Central
5233,Darcel Schlecht,GTX Plus Pro,Toughzap,Won,5947.0,retail,1995.0,332.43,799.0,United States,0,GTX,5482,66.0,Melvin Marxen,Central
5234,Donn Cantrell,MG Advanced,Gekko & Co,Lost,0.0,retail,1990.0,2520.83,3502.0,United States,0,MG,3393,8.0,Rocco Neubert,East
5235,Gladys Colclough,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Melvin Marxen,Central
5236,Gladys Colclough,MG Advanced,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,3393,0.0,Melvin Marxen,Central
5237,Gladys Colclough,GTX Pro,Isdom,Lost,0.0,medical,2002.0,3178.24,4540.0,United States,0,GTX,4821,103.0,Melvin Marxen,Central
5238,Hayden Neloms,MG Advanced,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,3393,0.0,Celia Rouche,West
5239,Jonathan Berthelot,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Melvin Marxen,Central
5240,Kami Bicknell,GTX Basic,Green-Plus,Won,508.0,services,2003.0,692.19,1922.0,United States,0,GTX,550,130.0,Summer Sewald,West
5241,Kary Hendrixson,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Summer Sewald,West
5242,Lajuana Vencill,MG Special,Hottechi,Engaging,0.0,technolgy,1997.0,8170.38,16499.0,Korea,0,MG,55,0.0,Dustin Brinkmann,Central
5243,Lajuana Vencill,MG Advanced,Umbrella Corporation,Engaging,0.0,finance,1998.0,2022.14,5113.0,United States,0,MG,3393,0.0,Dustin Brinkmann,Central
5244,Lajuana Vencill,MG Advanced,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,3393,0.0,Dustin Brinkmann,Central
5245,Lajuana Vencill,GTX Basic,Dontechi,Lost,0.0,software,1982.0,4618.0,10083.0,United States,0,GTX,550,6.0,Dustin Brinkmann,Central
5246,Lajuana Vencill,GTX Basic,Konmatfix,Won,537.0,marketing,1985.0,375.43,1190.0,United States,0,GTX,550,5.0,Dustin Brinkmann,Central
5247,Markita Hansen,GTX Plus Basic,Blackzim,Lost,0.0,retail,2009.0,497.11,1588.0,United States,0,GTX,1096,125.0,Celia Rouche,West
5248,Marty Freudenburg,GTX Basic,Zotware,Engaging,0.0,software,1979.0,4478.47,13809.0,United States,0,GTX,550,0.0,Melvin Marxen,Central
5249,Marty Freudenburg,GTX Plus Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,5482,0.0,Melvin Marxen,Central
5250,Marty Freudenburg,MG Special,Treequote,Engaging,0.0,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,MG,55,0.0,Melvin Marxen,Central
5251,Marty Freudenburg,GTX Plus Basic,Cancity,Won,1031.0,retail,2001.0,718.62,2448.0,United States,0,GTX,1096,2.0,Melvin Marxen,Central
5252,Moses Frase,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Dustin Brinkmann,Central
5253,Moses Frase,MG Advanced,Xx-holding,Engaging,0.0,finance,1993.0,7537.24,20293.0,United States,0,MG,3393,0.0,Dustin Brinkmann,Central
5254,Niesha Huffines,GTX Plus Basic,Konex,Engaging,0.0,technolgy,1980.0,7708.38,13756.0,United States,0,GTX,1096,0.0,Melvin Marxen,Central
5255,Niesha Huffines,GTX Plus Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,1096,0.0,Melvin Marxen,Central
5256,Niesha Huffines,MG Advanced,Faxquote,Engaging,0.0,telecommunications,1995.0,1825.82,5595.0,United States,Sonron,MG,3393,0.0,Melvin Marxen,Central
5257,Niesha Huffines,GTX Plus Basic,dambase,Won,1077.0,marketing,1995.0,2173.98,2928.0,United States,Inity,GTX,1096,101.0,Melvin Marxen,Central
5258,Rosalina Dieter,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Celia Rouche,West
5259,Versie Hillebrand,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Dustin Brinkmann,Central
5260,Versie Hillebrand,MG Special,Sonron,Engaging,0.0,telecommunications,1999.0,1699.85,5108.0,United States,0,MG,55,0.0,Dustin Brinkmann,Central
5261,Versie Hillebrand,MG Advanced,Dontechi,Won,3306.0,software,1982.0,4618.0,10083.0,United States,0,MG,3393,102.0,Dustin Brinkmann,Central
5262,Violet Mclelland,GTX Basic,Bioplex,Won,491.0,medical,1991.0,326.82,1016.0,United States,0,GTX,550,1.0,Cara Losch,East
5263,Anna Snelling,MG Special,Konmatfix,Engaging,0.0,marketing,1985.0,375.43,1190.0,United States,0,MG,55,0.0,Dustin Brinkmann,Central
5264,Anna Snelling,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Dustin Brinkmann,Central
5265,Anna Snelling,MG Special,Streethex,Won,53.0,retail,1988.0,1376.8,1165.0,Belgium,0,MG,55,129.0,Dustin Brinkmann,Central
5266,Cassey Cress,GTX Plus Basic,Bluth Company,Engaging,0.0,technolgy,1993.0,1242.32,3027.0,United States,Acme Corporation,GTX,1096,0.0,Rocco Neubert,East
5267,Cassey Cress,GTX Plus Pro,Initech,Won,5228.0,telecommunications,1994.0,6395.05,20275.0,United States,0,GTX,5482,63.0,Rocco Neubert,East
5268,Cecily Lampkin,GTX Plus Pro,Domzoom,Lost,0.0,entertainment,1998.0,217.87,551.0,United States,0,GTX,5482,5.0,Dustin Brinkmann,Central
5269,Darcel Schlecht,GTX Plus Basic,Kinnamplus,Engaging,0.0,retail,2004.0,702.72,1831.0,United States,0,GTX,1096,0.0,Melvin Marxen,Central
5270,Darcel Schlecht,GTX Plus Pro,Inity,Engaging,0.0,marketing,1986.0,2403.58,8801.0,United States,0,GTX,5482,0.0,Melvin Marxen,Central
5271,Darcel Schlecht,GTX Pro,Sumace,Engaging,0.0,retail,2000.0,167.89,493.0,Romania,0,GTX,4821,0.0,Melvin Marxen,Central
5272,Darcel Schlecht,GTX Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,4821,0.0,Melvin Marxen,Central
5273,Darcel Schlecht,MG Advanced,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,3393,0.0,Melvin Marxen,Central
5274,Darcel Schlecht,GTX Pro,Streethex,Lost,0.0,retail,1988.0,1376.8,1165.0,Belgium,0,GTX,4821,114.0,Melvin Marxen,Central
5275,Darcel Schlecht,GTX Pro,Domzoom,Won,4677.0,entertainment,1998.0,217.87,551.0,United States,0,GTX,4821,1.0,Melvin Marxen,Central
5276,Donn Cantrell,GTX Plus Basic,Acme Corporation,Lost,0.0,technolgy,1996.0,1100.04,2822.0,United States,0,GTX,1096,65.0,Rocco Neubert,East
5277,Donn Cantrell,GTX Pro,Kan-code,Lost,0.0,software,1982.0,11698.03,34288.0,United States,0,GTX,4821,62.0,Rocco Neubert,East
5278,Donn Cantrell,GTX Basic,Xx-zobam,Won,554.0,entertainment,1989.0,3838.39,8274.0,United States,0,GTX,550,2.0,Rocco Neubert,East
5279,Gladys Colclough,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Melvin Marxen,Central
5280,Gladys Colclough,MG Advanced,Xx-holding,Engaging,0.0,finance,1993.0,7537.24,20293.0,United States,0,MG,3393,0.0,Melvin Marxen,Central
5281,Gladys Colclough,GTX Plus Pro,dambase,Won,5548.0,marketing,1995.0,2173.98,2928.0,United States,Inity,GTX,5482,59.0,Melvin Marxen,Central
5282,Gladys Colclough,MG Advanced,Funholding,Won,3809.0,finance,1991.0,2819.5,7227.0,United States,Golddex,MG,3393,2.0,Melvin Marxen,Central
5283,James Ascencio,GTX Pro,Donquadtech,Engaging,0.0,technolgy,1992.0,1712.68,3194.0,United States,Acme Corporation,GTX,4821,0.0,Summer Sewald,West
5284,Jonathan Berthelot,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Melvin Marxen,Central
5285,Jonathan Berthelot,GTX Basic,Globex Corporation,Lost,0.0,technolgy,2000.0,1223.72,2497.0,Norway,0,GTX,550,4.0,Melvin Marxen,Central
5286,Kary Hendrixson,GTX Plus Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,5482,0.0,Summer Sewald,West
5287,Kary Hendrixson,MG Special,Scotfind,Won,53.0,software,1996.0,6354.87,16780.0,United States,Bubba Gump,MG,55,15.0,Summer Sewald,West
5288,Lajuana Vencill,GTX Plus Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,5482,0.0,Dustin Brinkmann,Central
5289,Lajuana Vencill,MG Advanced,The New York Inquirer,Engaging,0.0,medical,1996.0,439.21,792.0,United States,0,MG,3393,0.0,Dustin Brinkmann,Central
5290,Lajuana Vencill,MG Advanced,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,3393,0.0,Dustin Brinkmann,Central
5291,Lajuana Vencill,MG Advanced,Betatech,Lost,0.0,medical,1986.0,647.18,1185.0,Kenya,0,MG,3393,4.0,Dustin Brinkmann,Central
5292,Marty Freudenburg,GTX Plus Basic,Ron-tech,Won,1044.0,medical,1992.0,3922.42,6837.0,United States,0,GTX,1096,2.0,Melvin Marxen,Central
5293,Maureen Marcano,GTX Pro,Kan-code,Lost,0.0,software,1982.0,11698.03,34288.0,United States,0,GTX,4821,4.0,Summer Sewald,West
5294,Moses Frase,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Dustin Brinkmann,Central
5295,Moses Frase,MG Advanced,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,3393,0.0,Dustin Brinkmann,Central
5296,Niesha Huffines,GTX Plus Basic,Umbrella Corporation,Engaging,0.0,finance,1998.0,2022.14,5113.0,United States,0,GTX,1096,0.0,Melvin Marxen,Central
5297,Vicki Laflamme,GTX Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,4821,0.0,Celia Rouche,West
